ATT_ID,ATT_NAME_TH,ATT_NAME_EN,ATT_DETAIL_TH,ATT_TEL,ATT_EMAIL,ATT_START_END,ATT_LOCATION,ATT_WEBSITE,ATT_FACEBOOK,ATT_INSTAGRAM,ATT_TIKTOK,PROVINCE_NAME_TH,DISTRICT_NAME_TH,SUBDISTRICT_NAME_TH,ATT_CATEGORY_LABEL,ATT_TYPE_LABEL
365,สถานแสดงพันธุ์สัตว์น้ำภาคเหนือ,Northern Aquarium,ศูนย์แสดงพันธุ์สัตว์น้ำครบวงจรแห่งแรกหนึ่งเดียวในภูมิภาคเอเชียตะวันออกเฉียงใต้ ด้วยอุโมงค์ใต้น้ำขนาดใหญ่และถือได้ว่ามีความยาวมากที่สุดในโลก รวบรวมปลาน้ำจืดแห่งลุ่มแม่น้ำโขงและโลกใต้ทะเลด้วยกัน ก่อเกิดมิตรภาพต่างสายพันธุ์ครั้งยิ่งใหญ่ภายใต้แนวคิดและแรงบันดาลจากยอดดอยแหล่งกำเนิดสรรพชีวิตสู่ลุ่มน้ำโขงเส้นเลือดสายสำคัญสวรรค์ใต้น้ำที่หล่อเลี้ยงจนก่อเกิดสุดยอดระบนิเวศน์ เอื้อให้ชีวิตน้อยใหญ่ได้อาศัยพึ่งพิง ดึงดูดให้ทุกชีวิตไม่เว้นแม้กระทั่งสัตว์ทะเลที่มาพบกัน Chiangmai Zoo Aquarium แหล่งท่องเที่ยวสำคัญแห่งใหม่ ที่ซึ่งจะเป็นศูนย์การแสดงสัตว์น้ำของเอเชียและของโลกในอนาคตพลาดไม่ได้กับการเดินทางตามเส้นทางของหยดน้ำค้าง สู่ปลายทางที่มหาสมุทรใหญ่ ในนิทรรศการ Aquatic Encounter ที่รวบรวมและจำลองระบบนิเวศน์ในแบบต่างๆ ไว้อย่างเหมือนจริงที่สุด,0 5387 3470 ต่อ 130,,วันจันทร์-วันศุกร์ 08.30-16.30น.,"18.8037479, 98.94511109999999",,,,,เชียงใหม่,เมืองเชียงใหม่,สุเทพ,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร)
366,ศูนย์ส่งเสริมเทคโนโลยีการเกษตรด้านแมลงเศรษฐกิจจังหวัดเชียงใหม่,Agricultural Technology Fromtion Center (Economic Insects Chiangmai Province),กรมส่งเสริมการเกษตร ได้ปรับบทบาทภารกิจและโครงสร้างใหม่ ตามพระราชบัญญัติปรับปรุงกระทรวง ทบวง กรม พ.ศ. 2545 และตามกฎกระทรวง การแบ่งส่วนราชการกรมส่งเสริมการเกษตร พ.ศ. 2545 ตามนโยบายการปฏิรูประบบราชการของรัฐบาล จึงได้เปลี่ยนชื่อจากศูนย์อนุรักษ์และขยายพันธุ์ผึ้งที่ 1 จังหวัดเชียงใหม่ เป็นศูนย์ส่งเสริมเทคโนโลยีการเกษตรด้านแมลงเศรษฐกิจ จังหวัดเชียงใหม่ ปัจจุบันได้รับมอบหมายภารกิจในการส่งเสริมและพัฒนาการเลี้ยงผึ้งและแมลงเศรษฐกิจในอนาคตอาจจะต้องพัฒนาขีดความสามารถในการบริหารและฝึกอาชีพเกษตรกรให้ครอบคลุมทุกภารกิจของกรมส่งเสริมการเกษตร หน้าที่ ศึกษา วิจัย คัดเลือกและปรับปรุงพันธุ์ผึ้งและแมลงเศรษฐกิจ จัดทำแผนพัฒนาและส่งเสริมการเลี้ยงผึ้งและแมลงเศรษฐกิจในเขตพื้นที่รับผิดชอบ พัฒนาและถ่ายทอดความรู้โดยการฝึกอบรมอาชีพการเลี้ยงผึ้งและแมลงเศรษฐกิจแก่เกษตรกรและผู้สนใจทั่วไป ผลิตปัจจัยการผลิตเพื่อส่งเสริมและสนับสนุนการพัฒนาอาชีพแก่เกษตรกร ให้บริการด้านวิชาการเกษตรแก่เกษตรกร และบริการถ่ายทอดความรู้แหล่งท่องเที่ยวเชิงเกษตรผึ้ง ประสานงาน ติดตาม รายงานและประเมินผลการดำเนินงาน ปฏิบัติหน้าที่อื่น ๆ ตามที่ได้รับมอบหมาย,0 5343 1262,aopdb04@doaego.th,08.30-16.30น.,"18.7380679, 98.92266149999999",www.aopdbo4.go.th,,,,เชียงใหม่,หางดง,ขุนคง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร)
367,ศูนย์พัฒนาโครงการหลวงหมอกจ๋าม,Mok Cham Royal Project,"เมื่อปี พ.ศ.2512 พระบาทสมเด็จพระเจ้าอยู่หัว ได้เสด็จพระราชดำเนินเยี่ยมราษฎรชาวไทยภูเขาเผ่ามูเซอ ที่หมู่บ้านวังดิน อำเภอแม่อาย จังหวัดเชียงใหม่ ซึ่งอยู่บนดอยผีหลอกติดกับลำน้ำกก ห่างจากชายแดนไทย-พม่า ราว 10 กิโลเมตร ทรงทอดพระเนตรเห็นสภาพความเป็นอยู่ที่ล้าหลังและขัดสนของราษฎร อีกทั้งเป็นจุดล่อแหลมทางชายแดน สมควรให้ความช่วยเหลือเพื่อพัฒนาคุณภาพชีวิตให้ดีขึ้น ด้วยเหตุนี้ศูนย์พัฒนาโครงการหลวงหมอกจ๋ามจึงจัดตั้งขึ้นในเดือน 2526 โดยอยู่ในความดูแลรับผิดชอบของมหาวิทยาลัยแม่โจ้ โดยหม่อมเจ้าภีศเดช รัชนี เป็นองค์ประธานที่ประชุมและได้มีการนำปัญหาโครงการอาสาพัฒนาวังดิน &ndash; หมอกจ๋าม ขึ้นพิจารณาและในที่สุดทรงยอมรับให้โครงการนี้เข้าเป็น &ldquo; ศูนย์พัฒนาโครงการหลวงหมอกจ๋าม &rdquo; โดยรับเงินทุนสนับสนุนจากมูลนิธิโครงการหลวงตั้งแต่นั้นมา โดยเริ่มดำเนินการพัฒนาและส่งเสริมด้านพืชผักเป็นลำดับแรก ต่อมาได้ทำการขยายผลการดำเนินงานไปในด้านพืชไร่ และไม้ผล จนสามารถดำเนินการพัฒนาและส่งเสริมทั้งในด้านเศรษฐกิจ สังคม และวัฒนธรรม พร้อมทั้งได้ส่งเสริมการอนุรักษ์ทรัพยากรธรรมชาติควบคู่กันไป ปัจจุบันศูนย์พัฒนาโครงการหลวงหมอกจ๋าม มีพื้นที่รับผิดชอบดำเนินงาน 10,528 ไร่","0 5345 1463,  081-9612677",my7035rpf@gmail.com,ทุกวัน เวลา 07:00-18:00 น.,"20.0773086, 99.4696807",www.royalprojectthailand.com/mokchan,,,,เชียงใหม่,แม่อาย,ท่าตอน,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,โครงการหลวง/โครงการพระราชดำริ
368,ศูนย์พัฒนาโครงการหลวงหนองเขียว,Nong Khaew Royal Project Development Center,พระบาทสมเด็จพระเจ้าอยู่หัวฯ ได้เสด็จพระราชดำเนินมาเยี่ยมราษฎรชาวเขาในพื้นที่บ้านใหม่สามัคคีเมื่อปี พ.ศ. 2523 และทรงพระกรุณารับหมู่บ้านแห่งนี้ไว้ในการดูแลของโครงการหลวง ต่อมาได้จัดตั้งเป็นศูนย์พัฒนาโครงการหลวงขึ้น เพื่อช่วยเหลือชีวิตความเป็นอยู่ของชาวชาวไทยภูเขาในพื้นที่ โดยมีหมู่บ้านที่รับผิดชอบคือ หมู่บ้านหนองเขียว หมู่บ้านใหม่สามัคคีอาข่าและคะฉิ่น หมู่ที่ 14 ตำบลเมืองนะ อำเภอเชียงดาว จังหวัดเชียงใหม่ เพื่อทำตามแนวพระราชดำริของพระบาทสมเด็จพระเจ้าอยู่หัว ที่ทรงห่วงใยราษฎรในพื้นที่ เนื่องจากชาวเขาเหล่านี้ต่างดำรงชีวิตอยู่อย่างแร้นแค้นและยากจน อีกทั้งเรื่องของสุขภาพอนามัยทรุดโทรมขาดการดูแลเอาใจใส่ เด็กเล็กๆ ส่วนใหญ่ต้องเป็นโรคขาดสารอาหาร ศูนย์พัฒนาโครงการหลวงหนองเขียว ได้เริ่มต้นดำเนินงานพัฒนาคุณภาพชีวิตของชาวเขาเหล่านี้และด้วยความร่วมมือจาก สำนักงานป่าไม้เขตจังหวัดเชียงใหม่ กรมพัฒนาที่ดินเข้าดำเนินการทำไม้เศรษฐกิจ และไม้ฟืน บุกเบิกพัฒนาพื้นที่และจัดสรรที่ดินทำกินให้แก่ราษฎร เพื่อทำการเกษตรอย่างถูกต้องเหมาะสมต่อไป,"0 5381 0765 ต่อ 108, 053 045 600",,08.30-17.30น.,"19.7262375, 98.95336359999999",,,,,เชียงใหม่,เชียงดาว,เมืองนะ,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,โครงการหลวง/โครงการพระราชดำริ
369,ศูนย์พัฒนาโครงการหลวงทุ่งเรา,Tung Rao Royal Project,"<p>&nbsp; ปี พ.ศ. 2524 กรมส่งเสริมการเกษตรได้จัดส่งเจ้าหน้าที่และปัจจัยการผลิต เข้ามาส่งเสริมด้านการเกษตรร่วมกับโครงการเกษตรที่สูง มหาวิทยาลัยเกษตรศาสตร์บางเขน ซึ่งประสานงานและให้ความรู้ทางด้านวิชาการศูนย์พัฒนาโครงการหลวงทุ่งเราดำเนินการส่งเสริมอาชีพแก่เกษตรกรครอบคลุมพื้นที่ 2,944 ไร่จำนวนหมู่บ้านบริวาร 2 หมู่บ้าน 1 หย่อมบ้าน คือ บ้านบวกจั่น บ้านบวกเต๋ยและหย่อมบ้านป่าเลา รวม 375 ครอบครัว</p>

<p>&nbsp; &nbsp;&nbsp;การดำเนินงานของศูนย์พัฒนาโครงการหลวงทุ่งเราในระยะเริ่มแรก ที่สำคัญที่สุดคือความร่วมมืออย่างใกล้ชิดระหว่าง อาสาสมัคร อาจารย์ นักวิชาการสาขาต่างๆ และเจ้าหน้าที่ผู้ปฏิบัติงานส่วนกลางและในภาคสนาม รวมถึงหน่วยงานต่างๆ ที่เกี่ยวข้อง ที่ร่วมปฏิบัติงานอย่างใกล้ชิดในทุกขั้นตอนของการปฏิบัติงาน ตั้งแต่งานทดลองค้นคว้าในเรื่องต่างๆ ที่มุ่งสนองความต้องการของตลาดเป็นสำคัญ และผลงานวิจัยเหล่านั้นจะนำไปถ่ายทอดไปสู่เจ้าหน้าที่สนามในพื้นที่ รวมไปถึงเกษตรกรอย่างฉับพลัน ดังนั้นการดำเนินงานของศูนย์พัฒนาโครงการหลวงทุ่งเรา จึงยึดเป็นหลักการปฏิบัติงานมาโดยตลอดจนถึงปัจจุบัน</p>
","08 9850 6586, 0 5381 0765 ต่อ 108,  081-9527650, 081-9505417 ",,ทุกวัน เวลา 07.00-18.00 น.,"18.8541197, 98.78850870000001",www.thairoyalprojecttour.com,,,,เชียงใหม่,แม่ริม,โป่งแยง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร)
370,ศูนย์พัฒนาโครงการหลวงตีนตก,Teen Tok Royal Project Development Center,เมื่อปี พ.ศ. 2524 พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร พระราชทานพระราชทรัพย์ส่วนพระองค์ เป็นค่าใช้จ่ายสำหรับก่อสร้างศูนย์พัฒนาโครงการหลวงตีนตก เป็นศูนย์สาธิตและส่งเสริมการเพาะเห็ดหอม รวมทั้งส่งเสริมการปลูกกาแฟอาราบิก้าเป็นอาชีพให้แก่ราษฎรในพื้นที่ นอกเหนือจากการทำอาชีพเดิมคือ การปลูกเมี่ยง ต่อมาจึงได้เริ่มนำพืชเขตหนาวชนิดอื่น ๆ เข้ามาส่งเสริมแก่เกษตรกรในพื้นที่ปลูกมากขึ้น ต่อมาเมื่อวันที่ 5 มีนาคม พ.ศ. 2525 พระบาทสมเด็จพระบรมชนกาธิเบศร มหาภูมิพลอดุลยเดชมหาราช บรมนาถบพิตร พร้อมด้วย สมเด็จพระนางเจ้าสิริกิติร์ พระบรมราชินีนาถ พระบรมราชชนนีพันปีหลวง และพระบาทสมเด็จพระวชิรเกล้าเจ้าอยู่หัว เสด็จพระราชดำเนินไปทรงเยี่ยมราษฎรบ้านแม่กำปองและสำนักงานโครงการหลวงตีนตก,"09 3146 7726, 082 314 1554",,"ทุกวัน 08.00-17.00 น.
","18.8668753, 99.3224453",royalprojectthailand.com/teentok,,,,เชียงใหม่,แม่ออน,ห้วยแก้ว,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,โครงการหลวง/โครงการพระราชดำริ
371,ศูนย์พัฒนาโครงการหลวงแม่โถ,Maetho Royal Project Development Center,พระบาทสมเด็จพระเจ้าอยู่หัว และสมเด็จพระนางเจ้าพระบรมราชินีนาถ ได้ทรงทอดพระเนตรเห็นว่าในรอบ 10 ปีที่ผ่านมา พื้นที่ป่าบนที่สูงถูกทำลาย สภาพดินเสื่อมจากการปลูกพืชแบบระบบหมุนเวียนพื้นที่ปลูกของชาวเขาที่ผ่านมา สร้างปัญหาให้แก่ป่า และระบบการไหลเวียนของน้ำ พื้นดินถูกกัดเซาะทำลาย รวมทั้งมีผลต่อการเปลี่ยนแปลงของสภาพภูมิอากาศ จึงทรงมีพระราชดำริเรื่อง งานส่งเสริมและการพัฒนาต้นน้ำ ด้านการดำรงชีวิตให้แก่ชาวเขาตามสภาพความเป็นอยู่ในพื้นที่ และทรงจัดตั้งโครงการหลวงพัฒนาต้นน้ำหน่วยที่ 6 ขึ้นเมื่อปี พ.ศ. 2518 เพื่อเน้นการส่งเสริมและพัฒนาอาชีพ ลดการทำลายต้นน้ำ การจ้างงาน ให้ความรู้เกี่ยวกับการใช้น้ำและระบบการไหลเวียนของน้ำ ในเวลาเดียวกันต้องคำนึงถึงปัญหาทางเศรษฐกิจในชุมชนของชาวเขา เปลี่ยนการปลูกฝิ่น ส่งเสริมให้ปลูกพืชเศรษฐกิจที่เหมาะสมกับภูมิประเทศในพื้นที่ที่จัดใหม่ เข้ามาดูแลให้บริการด้านความรู้ การศึกษา สุขอนามัย การบริโภค และเส้นทางคมนาคมอย่างกว้างขวาง สอนเทคนิควิธีทางการเกษตรและระบบชลประทานขนาดย่อม จนกระทั่งในปี พ.ศ. 2539 ได้รับงบประมาณสนับสนุนจากมูลนิธิโครงการหลวง จึงได้เปลี่ยนชื่อจากโครงการหลวงพัฒนาต้นน้ำมาเป็นศูนย์พัฒนาโครงการหลวงแม่โถ,08 5623 3295,,08.00-16.00น.,"18.2537507, 98.191665",,,,,เชียงใหม่,ฮอด,บ่อสลี,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,โครงการหลวง/โครงการพระราชดำริ
372,ศูนย์พัฒนาโครงการหลวงแม่แฮ,Mae Hae Royal Project,ศูนย์พัฒนาโครงการหลวงแม่แฮก่อตั้งขึ้นเมื่อ พ.ศ. 2521 พระบาทสมเด็จพระเจ้าอยู่หัวทรงมีพระราชดำริให้พัฒนาอาชีพของประชากรชาวเขาหมู่บ้านแม่แฮและหมู่บ้านใกล้เคียง เพื่อพัฒนาชุมชนแบบผสมผสานบนพื้นที่สูง เพื่อยกระดับความเป็นอยู่ของชาวเขา และนำผลจากการวิจัยเกษตรที่สูงไปถ่ายทอดและส่งเสริมแก่ชาวเขา เพื่อทดแทนการปลูกฝิ่นและการทำไร่เลื่อนลอย,"0 5321 1489, 093-180-6398",,เปิดทุกวัน 08.00-17.00น.,"18.7906036, 98.53800199999999",,,,,เชียงใหม่,แม่แจ่ม,แม่นาจร,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร)
373,ศูนย์พัฒนาและวิจัยการเกษตรเชียงใหม่ (ฝาง),Chiangmai Agriculture Research and Development Center,ศูนย์ท่องเที่ยวเชิงอนุรักษ์ด้านการเกษตร แหล่งอนุรักษ์ความหลากหลายของชา ไม้ผล ไม้ดอกไม้ประดับ และพืชสมุนไพร มีบ้านพัก ร้านค้า ร้านอาหารให้บริการ ศูนย์เรียนรู้การผลิตพืชตามแนวพระราชดำริ &quot; ทฤษฎีใหม่ &rdquo;เชียงใหม่ เป็นแหล่งเรียนรู้และแหล่งบริการข้อมูลทางวิชาการด้านพืช โดยการนำเอาเทคโนโลยีของกรมวิชาการเกษตร ทั้งด้านพันธุ์พืช เทคโนโลยีการผลิตพืช เครื่องจักรกลการเกษตร จัดดำเนินการในรูปแบบเกษตรทฤษฎีใหม่ ซึ่งเหมาะสมกับเขตภาคเหนือตอนบน,0 5345 1441 2,chm3@doa.in.th,08.00-16.00น.,"19.9853082, 99.1788304",,,,,เชียงใหม่,ฝาง,โป่งน้ำร้อน,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,ศูนย์วิจัย (เกษตร)/สถานีทดลอง (เกษตร)
374,ศูนย์ฝึกลิง,Monkey Centre,"ศูนย์ฝึกลิง ท่านจะได้พบกับความน่ารักและแสนรู้ของลิงที่ทำกิจกรรมได้เหมือนกับคน เราได้สอดแทรกความรู้ต่างๆ ทั้งเรื่องลิง, วิธีการฝึกลิง และเรื่องปรัชญาชีวิตลงไปด้วย ทำให้คนรู้จักเมตตาสัตว์ และเคารพในคุณค่าสัตว์ ใช้เวลาในการแสดง ๓๐ นาที",086 911 0510,naphat_xcentre@hotmail.com,09.00-16.15น.,"18.91835, 98.9116133",,https://www.facebook.com/profile.php?id=100085632554706&locale=th_TH,,,เชียงใหม่,แม่ริม,แม่แรม,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสัตว์/ศูนย์ฝึกสัตว์/พิพิธภัณฑ์สัตว์
375,ศูนย์ฝึกช้างเชียงดาว,Chiang Dao Elephant Camp,ศูนย์ฝึกช้างเชียงดาว&quot; เป็นปางช้างที่ก่อตั้งขึ้นมานานแล้ว แต่เดิมเป็นช้างที่ใช้สำหรับลากไม้ ต่อมามีการปิดสัมปทานป่าไม้ จึงนำช้างมาบริการนักท่องเที่ยวในการเดินชมป่า และกลายมาเป็นปางช้างเพื่อการท่องเที่ยวในที่สุด สถานที่โดยรอบปางช้างค่อนข้างสวยงาม เนื่องจากมีทั้งป่าไม้และลำน้ำปิง อีกหนึ่งจุดหมายปลายทางด้านการท่องเที่ยวของคนรักช้าง ในพื้นที่ที่ถูกโอบล้อมไปด้วยหมู่ไม้เขียวชอุ่มและขุนเขาสูงชัน ขนาบข้างด้วยสายน้ำปิง ไหลระเรื่อยในดินแดนต้นน้ำ บรรยากาศของศูนย์ฝึกช้างเชียงดาว จึงดูสงบร่มรื่นในแวดล้อมของกลิ่นอายธรรมชาติ ทำให้ผู้มาเยือนคล้ายเดินทางย้อนกลับไปพบเจอ กับหมู่บ้านช้างในอดีตอันห่างไกลจนอาจกล่าวได้ว่า ศูนย์ฝึกช้างเชียงดาวแห่งนี้เป็นปางช้างที่มีบรรยากาศสวยงามที่สุดแห่งหนึ่งของภาคเหนือ,"0 5329 8553, 0 5386 3037",,"วันจันทร์
08:00 น. - 13:00 น.
วันอังคาร
08:00 น. - 13:00 น.
วันพุธ
08:00 น. - 13:00 น.
วันพฤหัสบดี
08:00 น. - 13:00 น.
วันศุกร์
08:00 น. - 13:00 น.
วันเสาร์
08:00 น. - 13:00 น.
วันอาทิตย์
08:00 น. - 13:00 น.","19.2474717, 98.96930929999999",,,,,เชียงใหม่,แม่แตง,กื้ดช้าง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสัตว์/ศูนย์ฝึกสัตว์/พิพิธภัณฑ์สัตว์
376,วิชิต สตูดิโอ,Vichit Studio,วิชิตสตูดิโอ เป็นแกลเลอรี่แสดงผลงานศิลปะส่วนตัวของ คุณวิชิต ไชยวงศ์ ผู้เป็นเจ้าของ ซึ่งจัดแสดงผลงานศิลปะของตัวเองและเพื่อนศิลปินท่านอื่นๆ วิชิตสตูดิโอเปิดให้เข้าชมฟรีทุกวัน ยกเว้นวันจันทร์,0 5339 2733,Vichit_chw@hotmail.com,วันอังคาร์-วันอาทิตย์ 09.00-17.00น. ยกเว้นวันจันทร์,"18.7606524, 99.1418162",www.vichitstudio.com,,,,เชียงใหม่,สันกำแพง,แช่ช้าง,แหล่งท่องเที่ยวสำหรับกิจกรรมพิเศษ นันทนาการ และความสนใจพิเศษ,สวนสาธารณะ/สวนหย่อม
377,วัดอุดมมงคล,Wat Udom Mongkhon,,056 791 564,,08.00-17.00น.,"19.7905279, 99.16500909999999",,,,,เชียงใหม่,ฝาง,แม่ข่า,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
378,วัดหัวข่วง,Wat Hua Khuang,วัดหัวข่วงตั้งขึ้นได้ประมาณ 200 ปี เดิมทีเป็นวัดร้าง แต่มีภิกษุรูปหนึ่ง เดินธุดงคืมาจากวัดหัวข่วงในเมือง (วัดแสนเมืองมาหลวง) และได้มาจำพรรษา เลยตั้งชื่อวัดตามวัดเดิมที่ท่านเคยจำพรรษาอยู่ วัดแห่งนี้สร้างขึ้นในรัชสมัยพระเจ้าแสนเมืองมา ต่อมาในปี พ.ศ. ๒๐๖๓ พระเมืองแก้ว กษัตริย์เชียงใหม่ ราชวงศ์มังรายพระองค์ที่ ๑๑ ทรงโปรดให้บูรณะพระเจดีย์ของวัดหัวข่วงขึ้นใหม่ใหญ่กว่าเก่า และโปรดให้บรรจุพระบรมธาตุไว้ในมหาเจดีย์นั้นด้วย เมื่อสร้างพระเจดีย์แล้วเสร็จทรงโปรดให้สร้างหอพระมณเฑียรธรรมเพื่อบรรจุคัมภีร์พระไตรปิฎก เพื่อถวายเป็นพระราชกุศลแด่พระเจ้าแสนเมืองมา พระอัยกาธิราช (หรือปู่) พระอารามแห่งนี้ร้างอยู่ช่วงเวลาหนึ่ง จนกระทั่งพระครูปลัดทรงสวัสดิ์ ปัญญาวชิโรบูรณะฟื้นฟูวัดนี้ขึ้นมาอีกครั้งในปี พ.ศ. ๒๕๓๖ โดยท่านได้สร้างปูชนียสถานสำคัญต่างๆ ขึ้นใหม่เกือบทั้งหมด ยกเว้นเพียงแต่พระมหาธาตุเจดีย์เท่านั้นที่ยังคงความคลาสสิกเอาไว้,0 5322 5199,,08:00–17:00น.,"18.7940535, 98.9873133",,,,,เชียงใหม่,เมืองเชียงใหม่,ช้างคลาน,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
379,วัดสันป่าสักวรอุไรธรรมมาราม,Wat San Pa Suk Wara Urai Thammaram,"ดร.วิศิษฏ์ วรอุลัย ได้มอบที่ดินจำนวน 30 ไร่ถวายแด่ หลวงพ่อกัณหา สุกาโม เจ้าอาวาสแพร่ธรรมาราม อำเภอเด่นชัย จ.แพร่ เมื่อวันที่ 25 กุมภาพันธ์ 2545 หลังจากนั้นหลวงพ่อกัณหาก้ได้ส่งพระภิาุสงฆ์มาอยู่จำพรรณษาจนถึงปัจจุบัน&nbsp;<span style=""color:#000000""><span style=""font-size:12px"">เป็นวัดที่เงียบสงบเน้นการปฏิบัติ ไม่ค่อยมีผู้คนพลุกพล่าน ภายในวัดมีการแบ่งสัดส่วนพื้นที่ในการจัดกิจกรรมของวัดอย่างลงตัวไม่วุ่นวาย</span></span>","084-174-5992, 095-694-7824",,06:00-18:00น.,"18.71450669999999, 98.9353891",,https://www.facebook.com/profile.php?id=100066904227319,,,เชียงใหม่,หางดง,ขุนคง,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
380,วัดสันคอกช้าง,Wat San Kok Chang,สังกัดคณะสงฆ์มหานิกาย มีเนื้อที่ 8 ไร่ 2 งาน 99 ตารางวา น.ส.๓ เลขที่ 52 อาณาเขตทิศเหนือประมาณ 63 วา 2 ศอก จดที่ของทิศใต้ประมาณ 61 วา จดถนน ทิศตะวันออกประมาณ 50 วา จดถนน ทิศตะวันตก 58 วา จดลำเหมือง อาคารเสนาสนะประกอบด้วย อุโบสถ ทรงไทยผสมพื้นเมืองเหนือ กุฏิสงฆ์ 2 หลัง ปูชนียวัตถุ มีพระพุทธรูปองค์ใหญ่ ชื่อ พระพุทธสันติปารังกรศรีพิงคนครมงคล ซึ่งพระบาทสมเด็จพระเจ้าอยู่หัวได้พระราชทานและทรงเจิมพระเนตรเป็นพระพุทธรูปแบบลายเชียงแสนผสมต้นสุโขทัย วัดสันคอกช้าง เดิมเป็นวัดร้างชาวบ้านเรียกกันว่าวัดหลวง กระทรวงศึกษาธิการประกาศยกวัดร้างเป็นวัดมีพระสงฆ์เมื่อวันที่ 15 พฤศจิกายน พ.ศ.2510 ทางวัดเรียกชื่อกันอีกชื่อหนึ่งว่า วัดพระพุทธสันติปารังกร หรือวัดพระพุทธสันติปาการัง ได้พระราชานวิสุงครามสีมา เมื่อวันที่ 16 มกราคม พ.ศ.2518 เขตวิสุงคามสีมา กว้าง 40 เมตร ยาว 80 เมตร,0 5383 7328,,06.00 - 17.00 น.,"18.5602247, 98.9255687",,,,,เชียงใหม่,สันป่าตอง,ท่าวังพร้าว,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
381,วัดศรีมงคล,Wat Sri Mong Khon,พระพุทธรูปปางไสยาสน์ วัดศรีมงคลนี้ แกะสลักจากไม้สักทอง ปัจจุบันมีอายุประมาณ 300 ปี เป็นไม้ซุงไม้สักทองขนาดเส้นรอบวง 3.6 เมตร เส้นผ่านศูนย์กลาง 1.59 เมตร และมีความยาวถึง 9 เมตร กล่าวกันว่าถูกค้นพบที่ อ. ฝาง จังหวัดเชียงใหม่ และถูกตัดโดยบริษัทบอร์เนียว ซึ่งเป็นบริษัทตะวันตกแห่งแรกที่ได้รับสัมปทานทำป่าไม้ในสมัยรัชกาลที่ 6 และ 7 ต่อมาในปี พ.ศ. 2547 ได้มีชาวบ้านหาปลาในลำน้ำฝางได้พบไม้สักทองโผล่ออกมาริมตลิ่ง จากการกัดเซาะที่เกิดจากการเปลี่ยนทิศทางของกระแสน้ำ ทางผู้ใหญ่บ้านและเจ้าอาวาศวัดศรีมงคลจึงได้ขอมาไว้ที่วัดด้วยการตรวจสอบดูแล้วว่าเป็นไม้สักทองเก่าแก่และเป็นสมบัติของแผ่นดิน หลังจากนั้นอีก 6 ปี จึงนำมาแกะสลักเป็นพระพุทธรูปปางไสยาสน์ (พระนอน) ทั้งท่องเดียวมีนามว่า &ldquo;พระศรีศากยมุณีมิ่งมงคล&rdquo; หรือ &ldquo;พระนอนช้างล้อม&rdquo; เพื่อเฉลิมพระเกียรติ 85 พรรษา ขององค์พระบาทสมเด็จพระเจ้าอยู่หัว ภูมิพลอดุลยเดช มีความยาว 7.49 เมตร สูง 1.59 เมตร แกะสลักโดยสล่า 5 คนนำโดยสล่าหนานมิตร บ้านทาสะป้วด ใช้เวลาแกะสลักเพียงเก้าวัน ปัจจุบันประดิษฐานอยู่ในวิหารวัดศรีมงคล,08 0123 5703,,06.00-17.00 น.,"19.8832799, 99.19375219999999",,,,,เชียงใหม่,ฝาง,โป่งน้ำร้อน,แหล่งท่องเที่ยวทางประวัติศาสตร์ และวัฒนธรรม,ศาสนสถาน (วัด/โบสถ์/มัสยิด ฯลฯ)
